,body,Stemmed_text,Lemmatized_text
1576,I disliked this product as it does not recognize what I'm saying and it's not responding properly.,dislik product recogn say respond properli,disliked product recognize saying responding properly
1577,"excellent buy.we use it for songs ,enquiry.weather etc.excellent product",excel buy use song enquiri weather etc excel product,excellent buy use song enquiry weather etc excellent product
1578,I like this product,like product,like product
1579,Product is really good..Am extremely happy with the product.I would recommend others to purchase it.,product realli good extrem happi product would recommend other purchas,product really good extremely happy product would recommend others purchase
1580,A very great prouduct it is small and tiny but the search engine is more powerful than google home but the audio is not better then google home5star prouduct,great prouduct small tini search engin power googl home audio better googl home star prouduct,great prouduct small tiny search engine powerful google home audio better google home star prouduct
1581,Product 3rd generation I have not seen my demand and pay for 3rd generation but delivery 2nd generation so I returned the product but no doubt 2nd generation is good,product rd gener seen demand pay rd gener deliveri nd gener return product doubt nd gener good,product rd generation seen demand pay rd generation delivery nd generation returned product doubt nd generation good
1582,Only one problem is ww cannot stream music from youtube and also aome malayalm old songs are not available....,one problem ww cannot stream music youtub also aom malayalm old song avail,one problem ww cannot stream music youtube also aome malayalm old song available
1583,Alexa is not as great as other voice interactive services like Google . It can improve. It's good as chatbot and love the volume and kids are njoying it,alexa great voic interact servic like googl improv good chatbot love volum kid njoy,alexa great voice interactive service like google improve good chatbot love volume kid njoying
1584,Please develop the Amazon Echo too Android TV not working properly it is good to wipro smart light,pleas develop amazon echo android tv work properli good wipro smart light,please develop amazon echo android tv working properly good wipro smart light
1585,Every time connect to internet and also plugged into electricity board that process is worst,everi time connect internet also plug electr board process worst,every time connect internet also plugged electricity board process worst
1586,"Super product, value for money happy prime day sale product",super product valu money happi prime day sale product,super product value money happy prime day sale product
1587,All good. Very good and clear sound system.,good good clear sound system,good good clear sound system
1588,Excellent product of Amazon. Voice control and response of Alexa is wonderful. Little humour of Alexa is superb. We all love this product. Thanks to Amazon,excel product amazon voic control respons alexa wonder littl humour alexa superb love product thank amazon,excellent product amazon voice control response alexa wonderful little humour alexa superb love product thanks amazon
1589,Does the job I like it <3🤧,job like,job like
1590,Voice recognition is awesome,voic recognit awesom,voice recognition awesome
1591,It still fails to make Cellular calls n much more...,still fail make cellular call n much,still fails make cellular call n much
1592,"Overall good purchase. There are very less platforms to link,like jiosaavn, gaana not available in India.",overal good purchas less platform link like jiosaavn gaana avail india,overall good purchase le platform link like jiosaavn gaana available india
1593,Good,good,good
1594,The Alexa integration is awesome. You can configure your home appliances to it.Worth buying. Awesome sound quality .,alexa integr awesom configur home applianc worth buy awesom sound qualiti,alexa integration awesome configure home appliance worth buying awesome sound quality
1595,Even the 3rd generation software is not that good.,even rd gener softwar good,even rd generation software good
1596,It has a lot of features. I am not sure how useful it is for an Indian household in current times,lot featur sure use indian household current time,lot feature sure useful indian household current time
1597,It is very bad.It stopped working after a few days. I want to return it but I don’t find an option 🙄,bad stop work day want return find option,bad stopped working day want return find option
1598,"Throughly enjoying Alexa ,kids love it .Makes life easy in choosing songs , Regional songs Alexa find it difficult to understand. Rest is a breeze",throughli enjoy alexa kid love make life easi choos song region song alexa find difficult understand rest breez,throughly enjoying alexa kid love make life easy choosing song regional song alexa find difficult understand rest breeze
1599,Seems to be refurbished renewed product,seem refurbish renew product,seems refurbished renewed product
1600,Not recognising the message and not delivering the things as u want,recognis messag deliv thing u want,recognising message delivering thing u want
1601,alexa is quite comfortable,alexa quit comfort,alexa quite comfortable
1602,Software poor,softwar poor,software poor
1603,"I have a great experience with Echo dot 3rd generation, i was so desperate that led me order echo dot 4th generation with clock.",great experi echo dot rd gener desper led order echo dot th gener clock,great experience echo dot rd generation desperate led order echo dot th generation clock
1604,This device is not compatible with many products available in market,devic compat mani product avail market,device compatible many product available market
1605,The hardware on the Echo Dot is great compared to Google Home Mini but I didn't like Alexa much. Google assistant is much better in terms of the intelligence.,hardwar echo dot great compar googl home mini like alexa much googl assist much better term intellig,hardware echo dot great compared google home mini like alexa much google assistant much better term intelligence
1606,It’s a great fun,great fun,great fun
1607,"The media could not be loaded.
                



 Good product",good product,good product
1608,Sound Quality of Eco dot (3rd Gen) has improved alot.Worth buying this Amazon Product.,sound qualiti eco dot rd gen improv alot worth buy amazon product,sound quality eco dot rd gen improved alot worth buying amazon product
1609,It was really having good skills and very fast response I liked it.,realli good skill fast respons like,really good skill fast response liked
1610,Please add a feature to connect multiple device via bluetooth. I cannot play music using bluetooth in multiple echo.,pleas add featur connect multipl devic via bluetooth cannot play music use bluetooth multipl echo,please add feature connect multiple device via bluetooth cannot play music using bluetooth multiple echo
1611,Very Very awesome product of Amozon.,awesom product amozon,awesome product amozon
1612,Best product with awesome quality. Thank u amazon.You can watch full review of this Amazon Echo dot 3rd Generation smart speaker on my YouTube channel (Techie Akc Bros )For more details visit my youtube channel .,best product awesom qualiti thank u amazon watch full review amazon echo dot rd gener smart speaker youtub channel techi akc bro detail visit youtub channel,best product awesome quality thank u amazon watch full review amazon echo dot rd generation smart speaker youtube channel techie akc bros detail visit youtube channel
1613,Quite impressed from Alexa,quit impress alexa,quite impressed alexa
1614,Very very very happy and good product,happi good product,happy good product
1615,Tamil rhymes should be included in it...Its playing only English rhymes..When is connected to internet it should play all things...,tamil rhyme includ play english rhyme connect internet play thing,tamil rhyme included playing english rhyme connected internet play thing
1616,Good,good,good
1617,Like,like,like
1618,It cannot play songs from You tube. Rest is okay.,cannot play song tube rest okay,cannot play song tube rest okay
1619,"The media could not be loaded.
                



 After 3 months of use condition of device is on video.",month use condit devic video,month use condition device video
1620,I got prodicts delivery yesterday and i am happy with this product but it plays only amazon playlist and needs wifi evrytime to work.,got prodict deliveri yesterday happi product play amazon playlist need wifi evrytim work,got prodicts delivery yesterday happy product play amazon playlist need wifi evrytime work
1621,I liked Alexa a lot. Voice recognition is amazing. The only fact I disliked is it needs constant plug in and strong wifi.,like alexa lot voic recognit amaz fact dislik need constant plug strong wifi,liked alexa lot voice recognition amazing fact disliked need constant plug strong wifi
1622,It could have been better with rechargeable battery operated instrument,could better recharg batteri oper instrument,could better rechargeable battery operated instrument
1623,Alexa has become part of my day and night. Very nice device it’s a google and music playing device I just love the product .,alexa becom part day night nice devic googl music play devic love product,alexa become part day night nice device google music playing device love product
1624,Does not have battery,batteri,battery
1625,Amazing sound from this small speaker. Easy connectivity.,amaz sound small speaker easi connect,amazing sound small speaker easy connectivity
1626,Cristal clear sound and super quality microphone that can catch voice from far distance,cristal clear sound super qualiti microphon catch voic far distanc,cristal clear sound super quality microphone catch voice far distance
1627,"very good product, my children are enjoying a lot- dancing, singing, playing with alexa, also good old malayalam songs are also there",good product children enjoy lot danc sing play alexa also good old malayalam song also,good product child enjoying lot dancing singing playing alexa also good old malayalam song also
1628,connected with Airtel digital TV and Wipro smart bulb. Not able to control both using Alexa.Finally controlling with their individual apps.Very poor integration with smart devices,connect airtel digit tv wipro smart bulb abl control use alexa final control individu app poor integr smart devic,connected airtel digital tv wipro smart bulb able control using alexa finally controlling individual apps poor integration smart device
1629,Lot's of love Alexa ❤️,lot love alexa,lot love alexa
1630,"Everything is ok, but music library is not sufficient, not getting old Bengali songs, not getting Regional current news.",everyth ok music librari suffici get old bengali song get region current news,everything ok music library sufficient getting old bengali song getting regional current news
1631,"If Youtube music can be played on it , then 5 stars",youtub music play star,youtube music played star
1632,"Value for money product, build quality is good, sound quality is good. but somewhere lacking in answering (not like goggle home mini)",valu money product build qualiti good sound qualiti good somewher lack answer like goggl home mini,value money product build quality good sound quality good somewhere lacking answering like goggle home mini
1633,Over all quality is good but i am not able to link my wipro bulb and also not able to link any musicApplication is very slow and complicated,qualiti good abl link wipro bulb also abl link musicappl slow complic,quality good able link wipro bulb also able link musicapplication slow complicated
1634,All about much batter than other.  But my wifi is of on down so any one buy this .must be wifi on all time ..some inter face heating issues for one night on,much batter wifi one buy must wifi time inter face heat issu one night,much batter wifi one buy must wifi time inter face heating issue one night
1635,It's quality was good but it use only hungama and sawan. And there are not all choices,qualiti good use hungama sawan choic,quality good use hungama sawan choice
1636,Very Useful,use,useful
1637,Awesome intelligent product,awesom intellig product,awesome intelligent product
1638,Awesome products 👍It helps me in everything ☺️,awesom product help everyth,awesome product help everything
1639,It is an excellent device and work in progress. It shows what can happen in future through machine learning. I am predicting with in 3 years words 20 percent household would have smart speaker.,excel devic work progress show happen futur machin learn predict year word percent household would smart speaker,excellent device work progress show happen future machine learning predicting year word percent household would smart speaker
1640,Super quality,super qualiti,super quality
1641,A wonderful product. Small in size. Near perfect speech recognition ability. Excellent audio quality.,wonder product small size near perfect speech recognit abil excel audio qualiti,wonderful product small size near perfect speech recognition ability excellent audio quality
1642,Alexa I love u,alexa love u,alexa love u
1643,Good 👍,good,good
1644,Pathetic  it stopped working after 14 hours now id have to take it to service center  or call customer  care,pathet stop work hour id take servic center call custom care,pathetic stopped working hour id take service center call customer care
1645,"Everything is great but, voice recognition is little weak. But it's ok as I bought it for 2k",everyth great voic recognit littl weak ok bought k,everything great voice recognition little weak ok bought k
1646,"Excellent product, must buy it to fill real experience of new technology.",excel product must buy fill real experi new technolog,excellent product must buy fill real experience new technology
1647,Fraud Products I Experience is very BadAlaxa Voice issue Connecting issue All Work is very Slow,fraud product experi badalaxa voic issu connect issu work slow,fraud product experience badalaxa voice issue connecting issue work slow
1648,It's easy to connect and easy to use It's having many facilities that I never expected and Worth of money,easi connect easi use mani facil never expect worth money,easy connect easy use many facility never expected worth money
1649,Everything is amazing about this product,everyth amaz product,everything amazing product
1650,Amazing product,amaz product,amazing product
1651,"For the size, the sound it produces is really good. The only con is it identifies any voice. I wish it was voice specific to get activated.",size sound produc realli good con identifi voic wish voic specif get activ,size sound produce really good con identifies voice wish voice specific get activated
1652,"My good friend when i am alone, she keeps reminding my to do list",good friend alon keep remind list,good friend alone keep reminding list
1653,Skills not working as expected not able play or change channels on TV,skill work expect abl play chang channel tv,skill working expected able play change channel tv
1654,I got my echo device but there was no adpater through which I can plug in.,got echo devic adpat plug,got echo device adpater plug
1655,Sound quality is amazing,sound qualiti amaz,sound quality amazing
1656,l like 👍 👌 😳 😕 the product and work good also but take a smart plug or bulb 💡 to make it work 😉 😀 more,l like product work good also take smart plug bulb make work,l like product work good also take smart plug bulb make work
1657,"Sound quality good.Price: 1,657.90Got the item in good deal.Highly Recommended.",sound qualiti good price got item good deal highli recommend,sound quality good price got item good deal highly recommended
1658,"It's very nice, I am happy with it.",nice happi,nice happy
1659,No,,
1660,"It's a great smart device. Does a lot of things and helps for reminders , alarms etc. It's awesome experience talking Hindi with Alexa.Update Alexa to speek Marathi too.",great smart devic lot thing help remind alarm etc awesom experi talk hindi alexa updat alexa speek marathi,great smart device lot thing help reminder alarm etc awesome experience talking hindi alexa update alexa speek marathi
1661,"Speakers tearing up at volume 5 and above, Amazon not giving an option for replacement",speaker tear volum amazon give option replac,speaker tearing volume amazon giving option replacement
1662,Alexa  at its best,alexa best,alexa best
1663,Communication for mobile process very horible but it working ok,commun mobil process horibl work ok,communication mobile process horible working ok
1664,There is need of built in battery.,need built batteri,need built battery
1665,Good product for smart homes,good product smart home,good product smart home
1666,The noise is very clear but its mic sound straining streaming live in old room and it's looking very small.,nois clear mic sound strain stream live old room look small,noise clear mic sound straining streaming live old room looking small
1667,Sound burst ought to be better. Voice explodes at little higher volume.,sound burst ought better voic explod littl higher volum,sound burst ought better voice explodes little higher volume
1668,Good pack of entertainment. Fun and entertainment time for kids as well. Go for a next version with clock display,good pack entertain fun entertain time kid well go next version clock display,good pack entertainment fun entertainment time kid well go next version clock display
1669,"Sounding system is good ,but it has to be have chargable battery inside to use multiple movable places",sound system good chargabl batteri insid use multipl movabl place,sounding system good chargable battery inside use multiple movable place
1670,Good product,good product,good product
1671,Super product from amazon.great thinking amazon innovative product,super product amazon great think amazon innov product,super product amazon great thinking amazon innovative product
1672,Its Quality is its Recognition. Good one.,qualiti recognit good one,quality recognition good one
1673,"The media could not be loaded.
                



 Gd but bulb connection poor",gd bulb connect poor,gd bulb connection poor
1674,Excellent,excel,excellent
1675,Extraordinary,extraordinari,extraordinary
1676,"Alexa is wonderful!!! Ausome sound quality, great music all the time, kind of funny too when u use it hindi language. Great fun",alexa wonder ausom sound qualiti great music time kind funni u use hindi languag great fun,alexa wonderful ausome sound quality great music time kind funny u use hindi language great fun
1677,I bought this echo dot for 2300 and satisfied with the performance,bought echo dot satisfi perform,bought echo dot satisfied performance
1678,Portability,portabl,portability
1679,"Alexa dot mini is just like a funny , informative and kind friendIt is available in all languagesBrilliant work Amazon(•‿•)",alexa dot mini like funni inform kind friendit avail languagesbrilli work amazon,alexa dot mini like funny informative kind friendit available languagesbrilliant work amazon
1680,Alexa isn't so smart as i was expecting.,alexa smart expect,alexa smart expecting
1681,Very Nice! Value for money!,nice valu money,nice value money
1682,good,good,good
1683,Product is good but cash back not received.,product good cash back receiv,product good cash back received
1684,Excellent smart speaker .JustIt gives problem while changing wifi network,excel smart speaker justit give problem chang wifi network,excellent smart speaker justit give problem changing wifi network
1685,Very good and very useful item.,good use item,good useful item
1686,good product,good product,good product
1687,It's a friend forever,friend forev,friend forever
1688,Now the sound from speaker is not clear when volume is above 4. What to do,sound speaker clear volum,sound speaker clear volume
1689,Fantastic product and way better than Mi google assistant. Go for it,fantast product way better mi googl assist go,fantastic product way better mi google assistant go
1690,Best and awesome ❣️,best awesom,best awesome
1691,"it is great, it can tell the weather, news, stories, audio books, recipes etc. but it doesn't open apps on my smart TV.",great tell weather news stori audio book recip etc open app smart tv,great tell weather news story audio book recipe etc open apps smart tv
1692,Worth for money,worth money,worth money
1693,Everything great flawless,everyth great flawless,everything great flawless
1694,Perfect product. No problem. Everyone should buy it.,perfect product problem everyon buy,perfect product problem everyone buy
1695,Awsome device.. Gifted my friend. Alexa inbuilt supports voice everything totaly cool at this price.. 😍,awsom devic gift friend alexa inbuilt support voic everyth totali cool price,awsome device gifted friend alexa inbuilt support voice everything totaly cool price
1696,Recommended,recommend,recommended
1697,Portability and integration of this device are good,portabl integr devic good,portability integration device good
1698,We are loving you it.Only disoppintment is it doesn't support regional language.And you can't book OLA/UBER other than home location.,love disoppint support region languag book ola uber home locat,loving disoppintment support regional language book ola uber home location
1699,"Sound quality is unbeatable , noone can beats Alexa Baby for Sound Quality such a lovely sound i heard .",sound qualiti unbeat noon beat alexa babi sound qualiti love sound heard,sound quality unbeatable noone beat alexa baby sound quality lovely sound heard
1700,Fake product,fake product,fake product
1701,Excellent product and performance,excel product perform,excellent product performance
1702,Everything is good but sometime she say 'Sorry I don't know that' and it irritate.,everyth good sometim say sorri know irrit,everything good sometime say sorry know irritate
1703,"Hindi language is also goodGood looksBetter than google home minigood recognition of voiceBought it 2,299It is totally value for money",hindi languag also goodgood looksbett googl home minigood recognit voicebought total valu money,hindi language also goodgood looksbetter google home minigood recognition voicebought totally value money
1704,Excellent friendly,excel friendli,excellent friendly
1705,Excellent product,excel product,excellent product
1706,Good,good,good
1707,Good but need some assist who has already used echo,good need assist alreadi use echo,good need assist already used echo
1708,Everything is fine....it is also compatible...bt it also need a battery so i can take is with me anywhere...,everyth fine also compat bt also need batteri take anywher,everything fine also compatible bt also need battery take anywhere
1709,Always there will be a connecting issue..,alway connect issu,always connecting issue
1710,"Good hardware,bad software",good hardwar bad softwar,good hardware bad software
1711,Terrible product,terribl product,terrible product
1712,Alexa product is super amazing.. My granny was surprised to experience the unbelievable way of understanding Alexa adapts to.,alexa product super amaz granni surpris experi unbeliev way understand alexa adapt,alexa product super amazing granny surprised experience unbelievable way understanding alexa adapts
1713,Microphone should be work with bluetooth connectivity,microphon work bluetooth connect,microphone work bluetooth connectivity
1714,It is awesome instrument to have in house. Alexa is friend to my 7 year old son.,awesom instrument hous alexa friend year old son,awesome instrument house alexa friend year old son
1715,Nice product...,nice product,nice product
1716,Best speaker everLoved it😘👍👍👍👍,best speaker everlov,best speaker everloved
1717,Voice recognition is most highlighted feature of Echo.It catches perfect phrases and get exactly what you want.,voic recognit highlight featur echo catch perfect phrase get exactli want,voice recognition highlighted feature echo catch perfect phrase get exactly want
1718,"Alexa helpful product switch off power, search on voice anything ,play music",alexa help product switch power search voic anyth play music,alexa helpful product switch power search voice anything play music
1719,Sound quality is normal / very basic and response is good compared with mi google voice assistant,sound qualiti normal basic respons good compar mi googl voic assist,sound quality normal basic response good compared mi google voice assistant
1720,Every thing is good in this productI bought a alexa and a wipro smart bulbBoth are working fine,everi thing good producti bought alexa wipro smart bulbboth work fine,every thing good producti bought alexa wipro smart bulbboth working fine
1721,"Superb quality ...u can access it from order room also...only sad part was Amazon packing, it came in normal polythene...no Amazon brown box..",superb qualiti u access order room also sad part amazon pack came normal polythen amazon brown box,superb quality u access order room also sad part amazon packing came normal polythene amazon brown box
1722,EXCELLENT,excel,excellent
1723,Excellent product 👌,excel product,excellent product
1724,I am finding difficulty in playing Bollywood music as it says cannot find or Alexa cannot find movie songsOverall product is good,find difficulti play bollywood music say cannot find alexa cannot find movi songsoveral product good,finding difficulty playing bollywood music say cannot find alexa cannot find movie songsoverall product good
1725,Its turns out to be your best informer... its like carrying a learned person ... an all rounder with you ... who can do whatever you want in terms of sound...,turn best inform like carri learn person rounder whatev want term sound,turn best informer like carrying learned person rounder whatever want term sound
1726,Fantastic performance ! Worth money,fantast perform worth money,fantastic performance worth money
1727,"The media could not be loaded.
                



 It's too good and quality is superb 😊 thank you Amazon",good qualiti superb thank amazon,good quality superb thank amazon
1728,Very nice product by Amazon. Impressive. Must buy.,nice product amazon impress must buy,nice product amazon impressive must buy
1729,Just amazing and pretty useful,amaz pretti use,amazing pretty useful
1730,Best smart speaker. I and my family are really enjoying a lot with Alexa. Thanks Amazon.,best smart speaker famili realli enjoy lot alexa thank amazon,best smart speaker family really enjoying lot alexa thanks amazon
1731,Work wonderful.,work wonder,work wonderful
1732,"most of the time alexa failed toplay bengali rabindra sangeet, Indian classical music",time alexa fail toplay bengali rabindra sangeet indian classic music,time alexa failed toplay bengali rabindra sangeet indian classical music
1733,The media could not be loaded.,,
1734,It is too bad cannot connect to Internet always boring product I waana send back it to u,bad cannot connect internet alway bore product waana send back u,bad cannot connect internet always boring product waana send back u
1735,During listen songs alexa not listen my voice. And many times i says some command but alexa responce differ answers,listen song alexa listen voic mani time say command alexa responc differ answer,listen song alexa listen voice many time say command alexa responce differ answer
1736,Its speaker is decent but the quality of woofer is not good at all its been 6 months from my purchase date and the sound’s expulsions are seriously an issue to be solved.,speaker decent qualiti woofer good month purchas date sound expuls serious issu solv,speaker decent quality woofer good month purchase date sound expulsion seriously issue solved
1737,All perameter is ok,peramet ok,perameter ok
1738,Very well,well,well
1739,Voice recognition is good but in full volume sometime it gives problem otherwise very good and worth purchase,voic recognit good full volum sometim give problem otherwis good worth purchas,voice recognition good full volume sometime give problem otherwise good worth purchase
1740,All is well but product was not checked before delivery. I have purchased 2 piece both are defective being not charged n not working without electricity.,well product check deliveri purchas piec defect charg n work without electr,well product checked delivery purchased piece defective charged n working without electricity
1741,Not of much use just for timepass,much use timepass,much use timepass
1742,"alexa itergration,voice recognition and sound quality is very good 👍......also looks pretty",alexa itergr voic recognit sound qualiti good also look pretti,alexa itergration voice recognition sound quality good also look pretty
1743,Overall a nice experience. To promote the device amazon prime membership should be given free once for a year so that the usefulness of the device can be known,overal nice experi promot devic amazon prime membership given free year use devic known,overall nice experience promote device amazon prime membership given free year usefulness device known
1744,"After a long research I chose to buy Eco dot during Amazon Prime Day sale.Good sound quality, voice recognition. My daughter is enjoying all the skills for kids.",long research chose buy eco dot amazon prime day sale good sound qualiti voic recognit daughter enjoy skill kid,long research chose buy eco dot amazon prime day sale good sound quality voice recognition daughter enjoying skill kid
1745,There is no point of buying a gadget if it has bo battery backup...ALEXA YOU ARE POOR,point buy gadget bo batteri backup alexa poor,point buying gadget bo battery backup alexa poor
1746,"The media could not be loaded.
                



 All the answers have not been found through this device",answer found devic,answer found device
1747,बहुत सुंदर आवाज बेस जबरदस्त,,
1748,"Sound reception quality needs to improve. Often you need to repeat commands for Alexa to hear,  if you are little far from device. Rest it's a great addition.",sound recept qualiti need improv often need repeat command alexa hear littl far devic rest great addit,sound reception quality need improve often need repeat command alexa hear little far device rest great addition
1749,"Very bad sound quality, not adequate bass . Sound clarity is poor.",bad sound qualiti adequ bass sound clariti poor,bad sound quality adequate bass sound clarity poor
1750,Awesome product ...,awesom product,awesome product
1751,Every feature is excellent. Voice quality and speaker quality is also very good. The only missing thing is Tamil language.,everi featur excel voic qualiti speaker qualiti also good miss thing tamil languag,every feature excellent voice quality speaker quality also good missing thing tamil language
1752,Works decently well... not very happy as does not connect with laptop/ phone using AUX,work decent well happi connect laptop phone use aux,work decently well happy connect laptop phone using aux
1753,"Super,",super,super
1754,I liked all except not being portable or at least extended service of portability.(add on),like except portabl least extend servic portabl add,liked except portable least extended service portability add
1755,Vol not good at full,vol good full,vol good full
1756,In love with it.. but I'm having frequent trouble with connecting it to the internet...,love frequent troubl connect internet,love frequent trouble connecting internet
1757,I don't like at all. Only work on Wi-Fi,like work wi fi,like work wi fi
1758,Alexa is one of the best product or Amazon.You can try it.I feel utmost satisfiction of this product.,alexa one best product amazon tri feel utmost satisfict product,alexa one best product amazon try feel utmost satisfiction product
1759,Only drawback is that it did not get enought bass i am little disappiointed in that,drawback get enought bass littl disappioint,drawback get enought bass little disappiointed
1760,It was great for first few month. Now voice of the speaker is very bad.it irretates,great first month voic speaker bad irret,great first month voice speaker bad irretates
1761,Received with good package. Working fine. But voice recognition is not working perfectly. Other things OK,receiv good packag work fine voic recognit work perfectli thing ok,received good package working fine voice recognition working perfectly thing ok
1762,Very good,good,good
1763,Product not connected and very energy consuming,product connect energi consum,product connected energy consuming
1764,Almost good..but I can’t connect my IPhone hotspot with alexa...why??Solution pleaseThank you AmazonIts  apps shows 2nd generation why??,almost good connect iphon hotspot alexa solut pleasethank amazonit app show nd gener,almost good connect iphone hotspot alexa solution pleasethank amazonits apps show nd generation
1765,Exsept sound quality all are waste and please don't buy and people having Wi-Fi router can buy this.Its waste of cost.,exsept sound qualiti wast pleas buy peopl wi fi router buy wast cost,exsept sound quality waste please buy people wi fi router buy waste cost
1766,"The media could not be loaded.
                



 This is Best App",best app,best app
1767,I try first time this type of gadgets but it is more intelligent and useful device.,tri first time type gadget intellig use devic,try first time type gadget intelligent useful device
1768,Best product,best product,best product
1769,"Nice product ,clear voice nd sound quality ,alexa integration is too good,best for single room,satishfy awesome productBut box  damaged whn it dellivered to me",nice product clear voic nd sound qualiti alexa integr good best singl room satishfi awesom productbut box damag whn delliv,nice product clear voice nd sound quality alexa integration good best single room satishfy awesome productbut box damaged whn dellivered
1770,There should be inbuilt chargeable battery,inbuilt chargeabl batteri,inbuilt chargeable battery
1771,Value for money,valu money,value money
1772,Long way to go. It pics music only from Amazon music,long way go pic music amazon music,long way go pic music amazon music
1773,"The best Smart Speaker👌It has Good Sound and Decent Bass, Alexa Rocks✌️",best smart speaker good sound decent bass alexa rock,best smart speaker good sound decent bass alexa rock
1774,Superb,superb,superb
1775,I bought this for my daughter and she loves it.,bought daughter love,bought daughter love
1776,Good product. Not able to connect with wipro bulb,good product abl connect wipro bulb,good product able connect wipro bulb
1777,"Does not connect to my smart TV and Bose 300 after multiple attempts (I have given up on it now). Does not play anything outside Amazon apps (Eg. YouTube, etc). Poor voice recognition quality",connect smart tv bose multipl attempt given play anyth outsid amazon app eg youtub etc poor voic recognit qualiti,connect smart tv bose multiple attempt given play anything outside amazon apps eg youtube etc poor voice recognition quality
1778,खराब साउंड,,
1779,"Alexa voice recognition quality is good and sound quality is very good,, excellent product by Amazon.",alexa voic recognit qualiti good sound qualiti good excel product amazon,alexa voice recognition quality good sound quality good excellent product amazon
1780,"Had a complaint about low volume, still facing the same with new device.",complaint low volum still face new devic,complaint low volume still facing new device
1781,It was wonderful device that I have got. Thanks Amazon,wonder devic got thank amazon,wonderful device got thanks amazon
1782,Very good voice recognition and very good sound quality,good voic recognit good sound qualiti,good voice recognition good sound quality
1783,This product is very useful for education and entertainment it realise us that someone is with you. Nice product  Rating : ⭐⭐⭐⭐⭐,product use educ entertain realis us someon nice product rate,product useful education entertainment realise u someone nice product rating
1784,Used  product recieved and their are scratches on all over Alexa and the charger as well,use product reciev scratch alexa charger well,used product recieved scratch alexa charger well
1785,Better AI Than Google Home,better ai googl home,better ai google home
1786,worst thing I ever bought from amazon...very poor software.. wastage of time and money,worst thing ever bought amazon poor softwar wastag time money,worst thing ever bought amazon poor software wastage time money
1787,"Alexa is good but it's not working in Hindi language ,but I think dat it is not the latest version of Alexa which include HINDI language .so kindly help me out of this ......Kindly exchange it , if possible .",alexa good work hindi languag think dat latest version alexa includ hindi languag kindli help kindli exchang possibl,alexa good working hindi language think dat latest version alexa include hindi language kindly help kindly exchange possible
1788,The media could not be loaded.,,
1789,my mom loves it,mom love,mom love
1790,Great product worth for the money and sound quality is better.,great product worth money sound qualiti better,great product worth money sound quality better
1791,I have made a purchase on 4000 and very next day price was reduced to 3000 ??? I have sffered a loss of 1k ..there are no options to return ....bad choice,made purchas next day price reduc sffere loss k option return bad choic,made purchase next day price reduced sffered loss k option return bad choice
1792,Value for money. My parents are just loving it. They are so amazed and it has became there friend,valu money parent love amaz becam friend,value money parent loving amazed became friend
1793,Batary was not charging. Felt that they had given used Product. Not new.,batari charg felt given use product new,batary charging felt given used product new
1794,"very useful product, must be there in home as a part of advanced technology.",use product must home part advanc technolog,useful product must home part advanced technology
1795,Amazing....but little bit discrepancies i.e. sound is not sharp clear and difficult to pair with sony bravia smart tv..,amaz littl bit discrep e sound sharp clear difficult pair soni bravia smart tv,amazing little bit discrepancy e sound sharp clear difficult pair sony bravia smart tv
1796,"Nothing to say, it's all perfect",noth say perfect,nothing say perfect
1797,Alexa stopped working within one month. And i can replace it as there is no were to call.,alexa stop work within one month replac call,alexa stopped working within one month replace call
1798,No doubt it's best.,doubt best,doubt best
1799,Couldn't able to connect it through voice recognition and having lots of difficult in using it,could abl connect voic recognit lot difficult use,could able connect voice recognition lot difficult using
1800,This help my grandpa recollect his old memories and have some chat,help grandpa recollect old memori chat,help grandpa recollect old memory chat
1801,I like the product,like product,like product
1802,Overall good device.,overal good devic,overall good device
1803,We can on the lights incase we directly can't...And Alexa can play songs just per the comment.,light incas directli alexa play song per comment,light incase directly alexa play song per comment
1804,Very good,good,good
1805,Defective product,defect product,defective product
1806,Very poor quality,poor qualiti,poor quality
1807,It replies instantly build quality is good everything is good,repli instantli build qualiti good everyth good,reply instantly build quality good everything good
1808,"Not even a month, just two weeks and it's not working, not even powering up. It doesn't have some music tracks as well.",even month two week work even power music track well,even month two week working even powering music track well
1809,"I purchase for 21 days lockdown period ,worth,very happy",purchas day lockdown period worth happi,purchase day lockdown period worth happy
1810,"Everything is quite good, only suggestion is need to have option to listen to local regional languages",everyth quit good suggest need option listen local region languag,everything quite good suggestion need option listen local regional language
1811,Bought the combo of fire tv stick +echo dot 3 rd gen + smart bulb for 3.8k. Bang for the buck.,bought combo fire tv stick echo dot rd gen smart bulb k bang buck,bought combo fire tv stick echo dot rd gen smart bulb k bang buck
1812,good everything about the device is good,good everyth devic good,good everything device good
1813,Mindblowing and only superb. Paisa wasool go for it... m loving it,mindblow superb paisa wasool go love,mindblowing superb paisa wasool go loving
1814,Loved the product.. i feel that someone is there always for me.. I always saying alexa love u.,love product feel someon alway alway say alexa love u,loved product feel someone always always saying alexa love u
1815,"Really nice , I was worried whether spotify would work or not but yeah,  it supports spotify!!",realli nice worri whether spotifi would work yeah support spotifi,really nice worried whether spotify would work yeah support spotify
1816,It doesnt work as a bluetooth speaker.....ut only does what i say.....so for me it is incompatible.... As i wanted a blietooth speaker feature as well,doesnt work bluetooth speaker ut say incompat want blietooth speaker featur well,doesnt work bluetooth speaker ut say incompatible wanted blietooth speaker feature well
